HEKaverageedited,K562averageedited,HEKpercentile,K562percentile
54.11436134170177,1.636457021345212,71.76709845704939,60.13097749648383
61.26227860009685,3.1537316538069824,75.72836995446306,69.68618143459916
9.00891705532424,0.4246284501061572,48.08789071134887,43.020393811533054
41.52385220004162,2.355116330666964,66.07277067951722,65.49314345991561
57.7360389364629,2.149951286536862,73.57089172819312,64.14381153305204
77.90015209830663,68.49003929413631,90.94566514876874,99.40664556962025
6.295492353438755,7.420534780963617,44.64388346080729,81.59282700421942
,,,
,0.0,,14.176775668073136
88.82714955852316,74.77860839562967,99.70378885008179,99.67035864978902
81.32940019665683,83.79461151621265,95.02188425659843,99.96044303797468
0.0,0.0,6.664750873159734,14.176775668073136
0.116663384558649,0.0,16.366771298465892,14.176775668073136
3.5077439492274167,0.0,39.29439851452319,14.176775668073136
3.0110787378970243,1.0597131611460429,38.00786949025156,54.01722925457103
,,,
,0.1610305958132045,,35.04746835443038
35.958899478920046,1.3888888888888886,63.7693974092577,57.71800281293952
7.821407680018145,0.0217864923747276,46.80578274901631,28.71395921237693
5.631611929731836,0.1115038673724119,43.67124983421018,32.893811533052045
0.4747748079424686,0.1082251082251082,22.927627216057296,32.728990857946556
79.93784210129148,13.930269765359334,93.48777576373844,88.75263713080169
84.63958032192272,29.28080361515137,98.01494318935409,94.94989451476793
,0.7126387890673191,,48.800105485232066
70.7528053632696,2.018439239282912,82.94796410097706,63.18565400843882
9.39400566238758,0.0,48.494628409744024,14.176775668073136
27.07290617603665,2.9967947399465533,59.852336531234805,68.89943741209564
7.317188983855652,0.6405335019343962,46.191255139484504,47.64416315049226
3.998361539737848,0.3952569169960473,40.54113798134312,42.4270393811533
18.0526775103981,3.5746374021306635,55.0599053892745,71.43108298171589
72.23423044438142,1.9459244071476025,84.36712498342102,62.66701828410689
23.8451368157275,0.8970997107833786,58.251912109288654,51.889943741209564
8.823740189621294,0.338394307289246,47.87125867633406,40.945850914205344
75.82433026089468,1.7898988548162462,88.48755471064149,61.519866385372715
64.19480177048172,0.5310700475182561,77.47468942039878,45.43776371308017
,,,
,,,
68.699664245416,15.825703229045414,80.98059153808745,89.98769338959212
58.887381764922345,14.05541700593392,74.24731420487201,88.84054149085794
7.303839298658548,3.276676829268293,46.164728767850036,70.13449367088607
12.682003610379354,0.0568828213879408,51.39926610371811,30.21272855133615
16.96480403376955,0.0,54.3260091073876,14.176775668073136
,,,
8.563307586372074,0.0,47.610416021928465,14.176775668073136
50.004979135456026,1.1019283746556474,69.96330518590565,54.650140646976084
43.49846303793672,0.8128037539802246,66.95698306733277,50.55819268635724
,,,
38.466839307901246,2.6514826973180505,64.78624165524559,67.22485935302392
72.30179671822856,3.0107964042101467,84.43344091250718,68.96097046413502
74.93916831194593,2.904770737220255,87.32481542066405,68.47749648382559
25.563036913837323,7.308222598091004,59.13170343516513,81.37746132208157
66.80940995499405,4.188990984726146,79.42879879747116,73.73857243319269
7.987891993981607,0.0,47.00915159821389,14.176775668073136
2.050557925812884,0.2183406113537117,34.501967372562895,37.22090365682138
0.0,0.0,6.664750873159734,14.176775668073136
16.076005280957432,0.2553134444769425,53.711481497855786,38.46255274261603
28.85646834444078,1.4142851426606196,60.58623281312171,58.016877637130804
35.69004772646292,2.480763350281736,63.650028736902605,66.24912095639944
80.41368756257975,11.650358809233731,94.0757770016358,86.818741209564
75.54734385820423,16.468342659823378,88.09408019806358,90.34810126582279
72.55617787450966,14.317898859754296,84.68986250497369,89.00755977496485
39.995124961856106,3.2080200501253127,65.46708519386357,69.87957102672293
41.670048578362014,3.072035257141056,66.12582342278615,69.2290787623066
61.62615496394314,16.054559822980877,75.94058092753879,90.12394514767934
24.24543292920835,5.493194915841557,58.43317564879084,77.53164556962025
5.0832120902310844,2.608125127434532,42.66766877403953,66.96993670886076
72.30053765778298,40.25437332927456,84.42459878862903,96.98488045007032
77.93956458971029,1.2432139442891856,90.99429683009859,56.2851617440225
18.23543451549829,0.4393722240490421,55.16601087581237,43.38959212376934
78.03566642881516,11.120933029715516,91.10482337857555,86.40998593530239
30.92229781111125,2.284858254157991,61.5809717494142,65.0799929676512
4.102386195944479,0.0,40.801980635748706,14.176775668073136
11.188203374421583,0.0,50.10389495556833,14.176775668073136
57.37759623824064,0.2419853929564041,73.38520712675185,38.03621659634318
27.134338004114127,0.5898863839659432,59.87002077899112,46.60689170182841
47.124351389148046,0.4891345898712431,68.65467085193863,44.50158227848101
5.709348983060727,0.0,43.79061850656527,14.176775668073136
,,,
,,,
23.167641325536064,4.2587834341487785,57.88938503028428,74.0506329113924
,,,
11.965315008994072,0.7933550473214597,50.79800168000354,50.228551336146275
1.2146200017489222,1.139415502564628,29.85101021265308,55.05450070323488
53.75780608228522,2.166439650946572,71.60794022724258,64.27566807313643
39.11371444943715,0.4678354486516703,65.09129492904195,44.09282700421941
73.45610880572805,1.3613459975050377,85.60060126442372,57.47187060478199
49.632103886186655,1.2743473170368989,69.7731995225253,56.636779184247544
59.76894235502068,1.83705797316274,74.77784163756134,61.880274261603375
80.36256335828583,18.06728345546205,93.99619788673239,91.1040787623066
,,,
14.12065756556506,9.630055956507992,52.44705778327955,84.72661744022504
,,,
0.9914812693256794,0.0,28.255006852646,14.176775668073136
2.455663857567449,0.00404706040287,36.12007604226535,28.41508438818565
63.78644908489074,1.441595775479226,77.26247844732305,58.280590717299575
35.36499120115419,1.2210037379067722,63.5129758167912,56.008263009845294
51.288233805508526,0.5925392664523099,70.52920111410761,46.6684247538678
20.372373009141462,0.1805735505656951,56.40832928069322,35.860583684950775
47.252621364863785,1.880733038378808,68.73424996684203,62.16596343178622
58.785619292012,2.1086484818094267,74.16331402802953,63.8932841068917
9.527095936370332,0.0,48.63168132985543,14.176775668073136
2.608287425362974,0.0,36.628498165259295,14.176775668073136
55.79235897637406,0.5428881650380022,72.64688978292585,45.653129395218
73.55761771612138,5.777005116318028,85.76418055616959,78.20411392405063
74.52937360938476,4.797264913599953,86.88270922675628,75.70763009845288
74.5979432215628,5.368979655662278,86.92691984614704,77.26353727144867
61.18997366476043,2.4376565468647766,75.68415933507228,66.0029887482419
12.775265993495632,3.0881862174220087,51.46558203280428,69.360935302391
32.327930795897366,27.120293501210693,62.21318360670233,94.42686357243319
68.61330884212471,14.085717365556002,80.89217029930589,88.85372714486638
3.504576991635815,0.0,39.272293204827804,14.176775668073136
5.155642876438192,0.0687994496044031,42.77377426057739,30.742352320675103
8.356616111299692,0.0,47.42031035854812,14.176775668073136
,0.0485149342084979,,29.777601969057667
,,,
73.3702464591405,47.38502238502238,85.52544321145939,97.79799578059072
0.0,0.0183553597650513,6.664750873159734,28.6348452883263
0.2295053539688733,0.0,19.006145276095317,14.176775668073136
,16.701957119481243,,90.47556258790436
54.53867305383513,21.245107330669924,71.97930943012511,92.48417721518987
71.66459701289422,41.07424462160976,83.79680799327998,97.07718002812939
62.93170637974553,42.10735706771673,76.70100358106016,97.22222222222221
40.23512710127101,3.0091494651247124,65.56876961846235,68.95218002812939
57.87282430020529,3.7719193774788766,73.64604978115743,72.20024613220815
6.886197279681139,0.0,45.56788540607454,14.176775668073136
1.0069298156127144,0.0,28.36553340112295,14.176775668073136
76.34577909611751,9.96960139265511,89.03134532914805,85.17053445850914
78.24035842037894,6.246126574740457,91.38335028073743,79.13590014064698
9.810451111446136,0.0,48.84831336487024,14.176775668073136
3.2651977874934146,0.0,38.68429196693046,14.176775668073136
0.0688680712735443,0.0,14.978557849595472,14.176775668073136
1.7473428835489833,0.0,33.012069499093684,14.176775668073136
73.37407584041131,3.906933400148577,85.53428533533754,72.76283403656821
,0.2273220425779198,,37.53076652601969
30.682889411586853,0.8181489877951323,61.40412927185109,50.650492264416314
,,,
,0.1338688085676037,,33.87174753867792
0.4440171262843722,0.2206008262163146,22.542994827357532,37.2978199718706
70.4835898643122,3.2250769436696416,82.65175295105884,69.94989451476793
75.84593336711158,3.1643847092510344,88.5273442680932,69.71694796061885
1.1578387010912965,0.0,29.484062071709626,14.176775668073136
0.1915708812260536,0.0,18.241301560634867,14.176775668073136
60.7142175268358,2.107152471972771,75.383527123215,63.88449367088608
58.37588357398628,2.5130351985280206,73.92015562138026,66.44690576652602
64.09957570240265,2.068733205872047,77.42605773906892,63.594409282700425
76.48117833900469,5.615344975077269,89.21260886865025,77.84370604781998
,,,
21.291089085206725,0.33003300330033,56.8902250320527,40.69971870604782
50.72714671848848,2.6320810114043147,70.26393739776294,67.09300281293952
9.457406216881848,0.0,48.54768115301296,14.176775668073136
8.700439754647958,0.2453536569060035,47.76073212785711,38.137306610407876
34.919505459025025,0.0,63.30960696759361,14.176775668073136
23.139906358609966,0.3678143114444389,57.87612184446704,41.72380450070324
76.36429936296652,15.827500805008356,89.06229276272161,89.99208860759494
74.91062122889919,9.074374970996027,87.28060480127327,84.0365682137834
84.50835987644687,11.017504236154286,97.91767982669437,86.32208157524613
60.83993732422529,8.20421386894802,75.44100092842301,82.86304500703235
14.333910799723151,2.022806529438612,52.606216013086346,63.22521097046413
,1.3682909604519775,,57.53340365682138
25.360904307763143,0.0404902167652309,59.03444007250541,29.439170182841067
9.707930725598969,0.1257861635220125,48.79083955966223,33.59265119549929
4.838428844426357,0.1815745317328352,42.3139838189133,35.904535864978904
3.1201671250093352,0.0,38.33060701180423,14.176775668073136
3.5270273669658936,0.0,39.36071444360935,14.176775668073136
52.88181474593716,2.577227632463712,71.27636058181174,66.8117088607595
83.57583279698348,27.665883478921145,97.21915204032008,94.59388185654008
88.9778623611829,8.75002541711971,99.72589415977717,83.63660337552743
57.6532388302464,2.9052422640768127,73.53110217074142,68.48189170182842
62.5699511567349,2.2223169394643207,76.44900305053274,64.66684247538677
78.97557557963054,45.1479081533584,92.36040496927362,97.57383966244726
69.96270406056915,21.645969262885767,82.08585702285689,92.67317158931083
30.90497130922164,2.471831780674996,61.563287501657896,66.19198312236287
31.950886366002702,2.498333972903065,62.04518325301738,66.35460618846695
7.551927011761014,0.0,46.48746628940271,14.176775668073136
7.24647510376538,0.1118562498526184,46.107254962642024,32.91578762306611
16.566712812526845,1.2693123828236563,54.06074539104293,56.56645569620253
57.90096946497914,2.3516110797060485,73.66815509085282,65.48435302390999
1.4694388108399192,0.1153402537485582,31.584066492771562,33.071817862165965
83.267220160261,2.283416721612432,96.96715150979264,65.06680731364276
74.32166386147127,0.6782588178732345,86.67934037755869,48.219936708860764
57.01806120814186,1.909260477048892,73.18625933949335,62.37693389592124
86.46928232675184,29.05755281263241,98.94778725849949,94.90154711673699
77.97416807647848,17.448315558473166,91.02082320173307,90.80959915611815
8.071804302735702,0.2665604796173315,47.115257084751754,38.81856540084388
,,,
87.25589037621491,11.37426180904442,99.27494584199124,86.59898030942334
85.00133386419789,10.859226491762684,98.24041734824705,86.11111111111111
68.01940811841801,24.00924177051127,80.41911667182458,93.48189170182842
2.070476879154167,0.0529291568280076,34.590388611344444,29.9929676511955
1.0622235795743558,0.0,28.759007913700874,14.176775668073136
80.64974643874986,10.655012996584302,94.30567222246783,85.91332630098452
68.79480924964778,12.23501441521084,81.04690746717361,87.37253867791843
6.985620614644733,0.6111969616714139,45.740306821698574,47.085970464135016
9.891970726236318,0.1426163272951061,48.91462929395641,34.26951476793249
3.785254999653015,0.0,40.04155798222733,14.176775668073136
0.2908667830133799,0.1291989664082687,20.1423581944383,33.70472925457103
28.45359401423475,1.0747832688878294,60.36075865422874,54.26775668073136
,,,
0.0021553659631791,0.1096491228070175,13.329501746319467,32.790523909985936
0.321956723647616,0.0,20.814359609178123,14.176775668073136
80.48558585163076,5.6180969355815895,94.15093505460011,77.85689170182842
62.60206271336197,3.1998347502064517,76.47110836022813,69.84880450070324
60.0128542821732,2.286355442739948,74.97236836288076,65.09317862165963
49.39212293315034,7.475866975066893,69.6582519121093,81.71589310829818
79.18301890904631,5.339686139147176,92.57703700428843,77.14926160337554
77.76024556531466,14.13822586167922,90.74229629957115,88.87130801687763
49.93163583304919,1.7797504162185256,69.92351562845396,61.43635724331927
17.72050165667187,3.3331522174966204,54.83885229232062,70.40260196905767
11.481979664199526,0.9356579170129592,50.386842919669306,52.395393811533054
27.1665387564288,0.0,59.887705026747426,14.176775668073136
56.43930050014585,2.0811182418973058,72.92983774702684,63.67352320675106
,0.4594550879092296,,43.87746132208157
11.316329853389584,0.1021264455899737,50.24536893761882,32.42352320675106
71.47955172261871,1.3937089236572309,83.57133383438702,57.78832630098453
50.07307585278053,0.1468312908082939,69.98983155754011,34.44971870604782
40.124727120293976,0.2220502204472452,65.52898006101066,37.37693389592124
5.503680339853341,4.680545012134277,43.43251248949998,75.35161744022504
43.729130808560704,26.185471215411333,67.0498253680534,94.14996483825597
82.55896125843161,6.631297368706414,96.33493965250453,79.94901547116737
,6.659106318105103,,79.9929676511955
79.82615321769731,5.269750463820142,93.38167027720058,76.96026722925457
68.46767626848577,0.911956210647706,80.76395950307264,52.083333333333336
50.107813104475525,1.911098082415409,70.01193686723552,62.394514767932485
49.429474882845,0.9483211318073704,69.68035722180468,52.58438818565401
2.398440820692828,0.0,35.92554931694593,14.176775668073136
7.235309480736072,0.1458151064450277,46.0718864671294,34.427742616033754
64.26452792338057,,77.50121579203325,
70.56409988649203,2.440430461230564,82.73575312790132,66.0293600562588
7.061060914930272,0.0,45.81988593660197,14.176775668073136
16.316725563974995,0.7603157587496189,53.85737654184535,49.63519690576653
81.56210716949953,5.519883573444977,95.30483222069941,77.59317862165963
78.1255259211283,4.547407963557032,91.27282373226049,74.93846694796062
50.33099521691212,3.5531328013190167,70.11362129183429,71.33878340365682
51.84825678828707,8.275574370729876,70.79446483045227,82.97292545710268
0.0,0.0,6.664750873159734,14.176775668073136
0.0109541023113155,0.0184365781710914,13.378133427649322,28.64363572433193
73.73111747366252,3.9180090947123936,85.95428621954994,72.81118143459916
69.71133241572882,5.808530051367595,81.82943543039039,78.2612517580872
75.49321873658913,42.98061826220745,88.01892214509925,97.32331223628692
82.97169149630002,47.04511499059984,96.75494053671692,97.76283403656821
5.197527610441767,0.0701754385964912,42.866616561298024,30.803885372714486
1.7793404760426892,0.1305453560464696,33.19333303859587,33.75087904360056
0.0690131124913733,0.0786163522012578,14.994031566382246,31.223628691983123
0.3621652307006891,0.1964215257406549,21.468676776161637,36.44075246132208
41.62160430735005,0.0,66.10813917502985,14.176775668073136
3.9177137637315926,0.7207039437594696,40.39524293735355,48.96272855133615
17.11518251309587,0.2564121902209569,54.46748308943808,38.50650492264416
12.910332332284913,0.0047608316855566,51.584950705159386,28.42387482419128
49.673029928462974,1.9231874916771576,69.7953048322207,62.48681434599156
58.870715114462136,1.494977126155581,74.22962995711569,58.77725035161744
,,,
49.41719211423645,0.2131719808256561,69.66709403598745,37.069268635724335
73.07576328632008,6.832973437569118,85.18060038021133,80.39293248945147
74.6773652789933,3.804025266144944,87.03302533268491,72.31891701828411
22.328930814631704,0.7422402159244265,57.43401565055927,49.301160337552744
16.36710498950171,0.8397597314027908,53.89716609929705,50.997714486638536
10.183201404305947,0.1360794005884787,49.20641938193554,33.992616033755276
3.5704440855545,0.0,39.48892523984261,14.176775668073136
76.93181310993242,14.265776758090867,89.76966267297405,88.97679324894516
52.84897121766446,5.358850104512965,71.24983421017728,77.2107946554149
4.021511904713661,0.4336043360433604,40.60303284849021,43.23136427566807
5.266999737046604,0.2034436856679336,43.021353729165746,36.673699015471165
32.00002077353305,12.94868152011009,62.06728856271276,87.96589310829818
36.6939558162446,13.242349860906565,64.07887174499315,88.2164205344585
67.91051847863592,8.878512986112556,80.32185330916487,83.79043600562588
,,,
57.61067893631895,2.957472142343638,73.50899686104603,68.679676511955
70.16722927094246,3.9853152336550064,82.32901542950617,73.07049929676512
58.57904481730122,11.393396696589551,74.0129979221009,86.62535161744023
76.60098125628859,12.014045937754805,89.37618816039613,87.14398734177216
8.525634981341847,0.0,47.575047526415844,14.176775668073136
29.74351628318017,2.5955613544276823,61.02391794509041,66.89082278481013
19.06119496739285,0.0869930272680864,55.61253813165923,31.676336146272853
,1.3629368394188728,,57.485056258790436
71.27589189296317,1.7899673072086866,83.42101772845838,61.52426160337553
64.59481474459193,0.1627433563192626,77.7487952606216,35.15734880450071
3.4860304369660358,0.0,39.223661523497945,14.176775668073136
6.503009020162399,0.0259684800360096,45.01083160175074,28.867791842475388
6.0441045686301775,0.0088090204369274,44.29904062955922,28.476617440225034
8.697862893844588,0.592358625414939,47.756311065918034,46.659634317862164
67.93928684257922,0.4563982843415655,80.35280074273841,43.79834739803094
62.872776151389154,0.3358522250209908,76.68331933330386,40.87992264416315
74.7007030437263,18.76729063017257,87.05955170431938,91.43372011251758
78.8390086585367,21.09001720782876,92.16145718201511,92.41824894514767
,,,
13.588092862180533,5.67576287527887,52.06684645651885,77.97556258790436
43.36072114057102,15.201465201465206,66.90835138600292,89.55696202531645
3.664370141361552,0.7396041205685276,39.72766258455281,49.2528129395218
11.530315481121756,1.8050885309067544,50.43105353906008,61.63414205344585
58.48044254640689,3.4707535121328217,73.98205048852734,70.9959563994374
85.75355690260194,16.778565387002285,98.65599717052037,90.5239099859353
73.66818146127765,4.2252035283595,85.87470710464655,73.88361462728551
78.01718120007907,9.757843998876517,91.07387594500199,84.90682137834037
71.85936346973268,27.703887534035463,84.02228215217295,94.6026722925457
31.155546739058227,6.354026340592045,61.66055086431761,79.36005625879044
69.43033749072518,2.798759588941325,81.59954020955834,68.0335794655415
23.61506767364069,0.9293914272303606,58.14580662275078,52.320675105485236
12.530572178331347,1.423361576303292,51.2622131836067,58.10038677918424
49.593313798404246,2.966014675953021,69.75109421282993,68.72362869198312
17.445324302374402,1.423540141090636,54.67527300057474,58.10478199718706
7.391888049913972,1.1943062381537466,46.25315000663159,55.67862165963432
74.61713759181231,3.719128678107853,86.95344621778152,71.97169479606188
0.0,0.0,6.664750873159734,14.176775668073136
0.0,0.0,6.664750873159734,14.176775668073136
77.01807128204221,8.430961555961558,89.86250497369468,83.24542897327707
60.11676701772294,4.035830778920499,75.06078960166232,73.24191279887482
6.199193599008934,5.885747454963287,44.50683054069587,78.44585091420534
76.5926904337918,26.98674624799436,89.35408285070073,94.38291139240506
0.1275514588434348,0.0,16.64529820062779,14.176775668073136
0.5954932337328515,0.2650129198966408,24.382156594013882,38.7570323488045
46.94632525245365,1.326412030840709,68.57509173703524,57.14222925457103
47.23154151757867,0.4925053995214329,68.71656571908572,44.5982770745429
78.30570898786904,1.1065812570583795,91.46292939564084,54.70727848101266
80.49922216841419,2.7025861435524146,94.16419824041735,67.47538677918425
,,,
31.30955479830736,1.0343708734201094,61.74897210309916,53.652426160337555
58.73957830128389,0.8350859960517909,74.13236659445599,50.9493670886076
27.195095128169328,1.6549975704054711,59.90538927450374,60.24964838255977
79.82450701945464,2.5129584069520483,93.3772492152615,66.4425105485232
80.96401974621232,22.988210162170247,94.67262036341128,93.15664556962025
72.69433878337958,15.038656445503308,84.83575754896326,89.44268635724332
,0.3064654631663449,,40.036040787623065
67.70256154186035,1.2640318721715933,80.14943189354082,56.52689873417721
20.64229385156351,0.8330001613253932,56.53654007692648,50.91420534458509
40.52737313502607,0.6728447388321088,65.6571908572439,48.12763713080169
66.7998601285191,2.2332562307706163,79.41995667359299,64.71958509142054
67.07842245953914,5.919774517697661,79.68522038993765,78.51177918424754
33.355866691959335,4.846073207886684,62.65086873867103,75.83948663853727
79.80063363684516,12.058165044850131,93.35072284362704,87.19233473980309
24.99842465091592,1.097145849698874,58.79128166585615,54.57542194092827
63.09311499514325,0.2525252525252525,76.81595119147619,38.3834388185654
17.827098402983136,0.8022738005284236,54.914010345284936,50.39117440225035
2.150837779488509,0.0,34.9573367522879,14.176775668073136
3.228787256558737,0.0,38.604712852027056,14.176775668073136
84.02744028716953,25.27202592038501,97.57283699544631,93.88185654008439
86.17148059152305,36.163086529214944,98.84168177196162,96.35196905766527
34.005274161415194,0.2491148818340622,62.92055351695477,38.26037271448664
5.486624219288938,0.1225490196078431,43.397143993987356,33.432225738396625
81.84362155020551,6.538586388853271,95.61430655643485,79.74244022503515
72.78401598462875,3.9757868671143393,84.93302091162298,73.04852320675106
75.35537640690112,4.234020810107767,87.81555329590167,73.91438115330521
19.54279205465628,0.8534127296798634,55.961802024846364,51.23945147679325
68.66201466954637,2.6961353581022696,80.94522304257482,67.4270393811533
54.41378600112324,1.0541352783179456,71.91741456297804,53.9381153305204
43.784101789468906,1.6848835987658295,67.09403598744419,60.52654711673699
0.0,0.0,6.664750873159734,14.176775668073136
0.0,0.0969363511619582,6.664750873159734,32.18178621659634
29.359811702841597,0.0918881773788456,60.81612803395375,31.900492264416314
31.23942348434537,1.1934653905182575,61.71360360758654,55.674226441631504
12.883375177763703,1.5441769928310307,51.56284539546399,59.229957805907176
7.4358185745292,0.0,46.32830805959591,14.176775668073136
34.33689460082724,0.1987562357972324,63.066448560944345,36.5154711673699
,,,
,0.6275742487440629,,47.41121659634318
66.34021213460899,2.166753486338535,78.99111366550245,64.28006329113924
48.618078056166105,3.0471217296115403,69.38414607188646,69.1235935302391
0.08166312500634,0.0,15.345505990538927,14.176775668073136
0.0726540728044152,0.3450743104215435,15.106768645828728,41.16121659634318
84.86990921449292,8.685519441436831,98.16968035722181,83.57067510548524
61.825962861242246,4.389584865263564,76.02900216632035,74.44180731364276
15.847389870229929,0.0,53.570007515805294,14.176775668073136
22.572808660364327,0.4118840667494473,57.548963260975285,42.78744725738397
61.273242372617226,2.1539423597486693,75.73279101640213,64.17897327707455
54.60091001363789,6.273107228279941,72.01025686369866,79.18424753867792
6.938852732634692,0.2512562814070351,45.656306644856095,38.33069620253164
28.07482134939246,0.5698939011613322,60.228126796056415,46.19813642756681
,,,
73.04518563964633,5.765350249006506,85.16291613245501,78.17774261603375
5.84897433302442,0.0531632110579479,44.00725054158009,30.001758087201125
22.99991559655152,0.0,57.79654272956364,14.176775668073136
0.1267550397461786,0.0,16.6231928909324,14.176775668073136
0.3369091551778576,0.1847563843555056,21.07962332552279,36.0056258790436
,,,
31.680581499956062,2.0359113309686743,61.894867147088725,63.3131153305204
45.05838779956426,3.0724245276484083,67.73066890667138,69.24665963431787
51.17534115402796,5.6275053599465785,70.45846412308236,77.8832630098453
55.97532116294794,4.052451801491117,72.69552146425572,73.33421237693389
10.241816017249144,0.5924696963587927,49.2550510632654,46.664029535864984
,,,
2.0142632271749084,0.0,34.35165126663425,14.176775668073136
19.64713740124711,0.0,56.04138113974977,14.176775668073136
8.104936436334523,,47.146204518325305,
75.9704983686207,16.210760946327685,88.65113400238738,90.17668776371308
73.68106995724521,10.73200992555831,85.89239135240285,85.99244022503515
78.41540343490522,43.77946549128805,91.6088244396304,97.4200070323488
77.33943129097034,40.222999465822014,90.23387417657722,96.98048523206751
62.353020773807344,2.0658704821761,76.32079225429949,63.55924753867792
39.22925128551115,2.2397143310575163,65.13992661037182,64.76353727144867
64.59544657820074,50.11440193815715,77.75321632256068,98.11445147679325
2.550754802586221,2.760069497408673,36.433971439939874,67.81821378340366
66.73759387781081,1.186663880734439,79.3182722489942,55.599507735583686
47.5352741560993,0.8720723510051948,68.86688182501437,51.52074542897328
72.622962803645,1.8254572364610424,84.76059949599893,61.7879746835443
64.84240150575641,0.7931403236888181,77.9477430478801,50.21976090014064
62.314168719969,46.19991947617082,76.28984482072593,97.69690576652602
65.94852604553701,51.6886265758067,78.70816570140148,98.25070323488046
4.005836663350198,0.0862380797111343,40.55882222909943,31.645569620253166
4.806607767310776,0.0,42.23882576594898,14.176775668073136
0.0,0.0,6.664750873159734,14.176775668073136
0.0,0.0,6.664750873159734,14.176775668073136
36.93814231420885,0.3990536026836752,64.18497723153102,42.514943741209564
0.741431887129225,0.0,25.925107210752024,14.176775668073136
2.176926412587789,0.0,35.063442238825765,14.176775668073136
7.435339794137239,0.4698473470907068,46.323886997656835,44.14556962025317
